Plot,Rep,Column,Range,Entry,Accession,Rand,Type,Trial,Loc,Entry_no,Survival.autumn.2015,Height.2015,Basal.circumference.2015,Culm.number.2015,Fall.dormancy.date.2015,Frost.Damage.2015,Number.of.Reproductive.Culms.2015,Spring.Re.growth.Date.2016,Frost.Damage.Spring.2016,Survival.spring.2016,Overwintering.Ability.2016,Tiller.Count,Basal.Circ.during.Tiller.Count,First.Heading.Date.2016,X50..Heading.Date.2016,First.Flowering.Date.2016,X50..Flowering.Date.2016,Survival.autumn.2016,Growth.Stage.2016,Compressed.Plant.Circumference.2016,Basal.Circumference.2016,Total.Culm.2016,Repro.Culm.2016,Autumn.Dormancy.Date.2016,Frost.Damage.Autumn.2016,Lodging.2016,Culm.Length.2016,Culm.Outer.Diameter.at.the.Basal.Internode.2016,Culm.Outer.Diameter.at.Last.internode.2016,Culm.Node.Number.2016,Culm.Dry.Weight.2016,Secondary.Stem.Count.2016,Total.Weight.of.Secondary.Stems.2016,Primary.Stem.Weight.2016,Culm.Density.2016,Average.Internode.Length.2016,Biomass.Yield.fresh.weight.2016,Sub.sample.Yield.fresh.weight.2016,Sub.sample.Yield.dry.weight.2016,Moisture.content.2016,Biomass.Yield.dry.weight.2016,Spring.Re.growth.Date.2017,Frost.Damage.Spring.2017,Survival.spring.2017,Overwintering.Ability.2017,First.Heading.Date.2017,X50..Heading.Date.2017,First.Flowering.Date.2017,X50..Flowering.Date.2017,Survival.autumn.2017,Growth.Stage.2017,Compressed.Plant.Circumference.2017,Basal.Circumference.2017,Total.Culm.2017,Repro.Culm.2017,Autumn.Dormancy.Date.2017,Frost.Damage.Autumn.2017,Lodging.2017,CCirc.BCirc.2017,TCmN.Area.2017,Plant.Height.2017,Culm.Length.2017,Culm.Outer.Diameter.at.the.Basal.Internode.2017,Culm.Outer.Diameter.at.Last.internode.2017,Culm.Node.Number.2017,Culm.Dry.Weight.2017,Culm.Density..mass.volume..2017..CmDW.V.,Average.Internode.Length.2017,Biomass.Yield.fresh.weight.2017,Sub.sample.Yield.fresh.weight.2017,Sub.sample.Yield.dry.weight.2017,Moisture.content.2017,Biomass.Yield.dry.weight.2017,Prop.repro.culm.2015,Prop.repro.culm.2016,Prop.repro.culm.2017
157,1,11,AG,RU2012-056.2 (2x),RU2012-056.2 (2x),0.721554705,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,32,1,13.67,129.1,71,10/19/2015,NA,45,3/28/2016,6,1,NA,359,400,6/23/2016,6/30/2016,6/23/2016,6/30/2016,1,PF,36,400,403,198,9/22/2016,NA,NA,175,4.26,2.78,11,3.33,0,0,3.33,NA,NA,NA,NA,NA,NA,714.19,3/28/2017,NA,0,NA,6/26/2017,8/14/2017,6/26/2017,8/14/2017,1,PF,NA,NA,NA,99,9/6/2017,NA,NA,NA,NA,13.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633802817,0.491315136,NA
158,1,11,AH,RU2012-194,RU2012-194,0.721940409,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,148,1,9,83.5,33,10/19/2015,NA,10,3/28/2016,10,1,NA,159,400,7/14/2016,7/14/2016,7/14/2016,7/21/2016,1,PF,27.4,400,171,22,10/13/2016,NA,NA,192.5,4.65,3.68,14,6.5,0,0,6.5,NA,NA,NA,NA,NA,NA,516.82,3/28/2017,NA,0,NA,7/10/2017,7/17/2017,7/10/2017,7/17/2017,1,PF,NA,NA,260,260,9/20/2017,NA,NA,NA,NA,15.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303030303,0.128654971,1
159,1,11,AI,JM11-006,JM11-006,0.725364881,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,221,1,5.05,125.3,106,11/2/2015,NA,18,4/12/2016,0,1,NA,197,400,9/22/2016,9/29/2016,9/29/2016,9/29/2016,1,F,50.3,400,239,75,11/17/2016,NA,NA,274.2,6.17,3.88,20,20.76,0,0,20.76,NA,NA,NA,NA,NA,NA,2976.54,4/4/2017,NA,0,NA,NA,NA,NA,NA,1,NR,NA,NA,NA,0,11/7/2017,NA,NA,NA,NA,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169811321,0.313807531,NA
160,1,11,AJ,RU2012-098,RU2012-098,0.728091724,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,71,1,13.03,102.2,57,10/19/2015,NA,29,3/28/2016,4,1,NA,279,400,6/16/2016,6/23/2016,6/23/2016,6/30/2016,1,PF,26.5,400,280,182,10/6/2016,NA,NA,171.4,3.49,2.84,11,3.05,0,0,3.05,NA,NA,NA,NA,NA,NA,479.82,3/28/2017,NA,0,NA,6/19/2017,7/3/2017,6/19/2017,7/3/2017,1,PF,NA,NA,NA,122,9/20/2017,NA,NA,NA,NA,14.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50877193,0.65,NA
161,1,11,AK,RU2012-128,RU2012-128,0.72896557,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,96,1,0.63,67.5,6,10/19/2015,NA,0,4/4/2016,0,1,NA,83,183.6,6/16/2016,7/14/2016,6/23/2016,7/21/2016,1,PF,18.7,212.3,114,61,10/27/2016,NA,NA,145.6,3.57,3.7,9,2.76,0,0,2.76,NA,NA,NA,NA,NA,NA,146.51,3/28/2017,NA,0,NA,6/12/2017,6/26/2017,6/19/2017,7/3/2017,1,PF,NA,NA,NA,83,10/25/2017,NA,NA,NA,NA,12.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.535087719,NA
162,1,11,AL,RU2012-050,RU2012-050,0.729306571,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,27,1,12.48,97.7,48,10/19/2015,NA,24,3/28/2016,5,1,NA,230,400,6/23/2016,6/23/2016,6/23/2016,6/23/2016,1,PF,27,400,241,116,10/13/2016,NA,NA,166.1,4.09,3.38,11,3.8,0,0,3.8,NA,NA,NA,NA,NA,NA,421.56,3/28/2017,NA,0,NA,6/5/2017,6/19/2017,6/12/2017,6/19/2017,1,PF,NA,NA,160,160,10/18/2017,NA,NA,NA,NA,15.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.481327801,1
163,1,11,AM,RU2012-044,RU2012-044,0.731512774,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,21,1,10,84.8,41,10/19/2015,NA,20,3/28/2016,7,1,NA,200,299.7,6/16/2016,6/16/2016,6/23/2016,6/30/2016,1,PF,13.5,300.5,150,72,9/9/2016,NA,NA,116.3,3.5,2.97,10,2.27,0,0,2.27,NA,NA,NA,NA,NA,NA,121.4,3/28/2017,NA,0,NA,6/19/2017,NA,6/19/2017,NA,1,PF,NA,NA,NA,13,9/20/2017,NA,NA,NA,NA,10.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487804878,0.48,NA
164,1,11,AN,JM11-027-1,JM11-027-1,0.742913782,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,225,1,7.52,145.9,79,10/26/2015,NA,17,4/4/2016,4,1,NA,177,400,9/1/2016,9/15/2016,9/9/2016,9/15/2016,1,PF,28.6,400,159,85,11/4/2016,NA,NA,279.2,6.54,5.25,16,19.39,0,0,19.39,NA,NA,NA,NA,NA,NA,1395.15,4/4/2017,NA,0,NA,9/4/2017,9/4/2017,9/11/2017,9/11/2017,1,PF,NA,NA,NA,59,11/7/2017,NA,NA,NA,NA,26.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215189873,0.534591195,NA
165,1,11,AO,RU2012-066,RU2012-066,0.744168328,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,43,1,11.53,149,57,10/19/2015,NA,15,3/28/2016,1,1,NA,255,375.4,7/14/2016,7/14/2016,7/14/2016,7/21/2016,1,PF,33.7,400,350,125,10/6/2016,NA,NA,154.3,3.55,3.05,13,3.84,0,0,3.84,NA,NA,NA,NA,NA,NA,554.78,3/28/2017,NA,0,NA,7/17/2017,7/31/2017,7/17/2017,7/31/2017,1,PF,NA,NA,NA,58,9/27/2017,NA,NA,NA,NA,11.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263157895,0.357142857,NA
166,1,12,AA,RU2012-165,RU2012-165,0.745876074,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,126,1,6.79,105.5,31,10/19/2015,NA,4,4/4/2016,4,1,NA,148,204.1,7/14/2016,7/21/2016,7/21/2016,7/27/2016,1,PF,26.5,203.6,143,109,10/13/2016,NA,NA,191.4,5.33,4.12,14,10.11,0,0,10.11,NA,NA,NA,NA,NA,NA,540.12,3/28/2017,NA,0,NA,7/10/2017,7/17/2017,7/10/2017,7/24/2017,1,PF,NA,NA,313,313,10/18/2017,NA,NA,NA,NA,18.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129032258,0.762237762,1
167,1,12,AB,RU2012-072,RU2012-072,0.750134609,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,48,1,11.7,50.7,58,10/19/2015,NA,31,3/28/2016,10,1,NA,229,400,6/30/2016,6/30/2016,6/30/2016,6/30/2016,1,PF,25.5,400,211,93,10/13/2016,NA,NA,156.6,4.09,2.66,11,3.51,3,0.84,2.67,NA,NA,NA,NA,NA,NA,323.67,3/28/2017,NA,0,NA,6/19/2017,8/14/2017,6/19/2017,8/14/2017,1,PF,NA,NA,NA,39,10/18/2017,NA,NA,NA,NA,11.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.534482759,0.440758294,NA
168,1,12,AC,RU2012-143,RU2012-143,0.751254157,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,107,1,3.68,88.2,15,10/19/2015,NA,2,3/28/2016,9,1,NA,90,202.3,6/23/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,15.7,199.7,75,62,10/13/2016,NA,NA,174.2,3.86,2.7,10,3.89,0,0,3.89,NA,NA,NA,NA,NA,NA,171.35,3/28/2017,NA,0,NA,6/19/2017,6/26/2017,6/19/2017,7/3/2017,1,PF,NA,NA,150,150,10/18/2017,NA,NA,NA,NA,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133333333,0.826666667,1
169,1,12,AD,JPN-2010-014,JPN-2010-014,0.758242147,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,197,1,10.38,299,140,10/26/2015,NA,13,4/4/2016,9,1,NA,174,400,9/22/2016,9/29/2016,9/29/2016,9/29/2016,1,PF,37.2,400,249,15,10/27/2016,NA,NA,323.5,8.82,4.02,24,37.02,0,0,37.02,NA,NA,NA,NA,NA,NA,3648.94,3/28/2017,NA,0,NA,NA,NA,NA,NA,1,NR,NA,NA,NA,0,11/7/2017,NA,NA,NA,NA,25.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092857143,0.060240964,NA
170,1,12,AE,JPN-2011-016,JPN-2011-016,0.773462159,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,212,1,11.27,150.6,105,10/26/2015,NA,14,3/28/2016,8,1,NA,167,400,9/15/2016,9/22/2016,9/22/2016,9/29/2016,1,PF,34.9,400,196,74,10/21/2016,NA,NA,295.1,7.11,5.06,20,32.49,2,6.1,26.39,NA,NA,NA,NA,NA,NA,2405.87,4/4/2017,NA,0,NA,9/11/2017,9/18/2017,9/18/2017,9/18/2017,1,PF,NA,NA,NA,67,11/7/2017,NA,NA,NA,NA,26.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133333333,0.37755102,NA
171,1,12,AF,RU2012-080,RU2012-080,0.778652566,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,55,1,11.26,137.5,86,10/12/2015,NA,44,3/28/2016,2,1,NA,382,400,7/14/2016,7/21/2016,7/14/2016,7/21/2016,1,PF,30,400,486,227,10/6/2016,NA,NA,177.6,3.71,2.68,12,3.72,0,0,3.72,NA,NA,NA,NA,NA,NA,820.38,3/28/2017,NA,0,NA,7/10/2017,7/10/2017,7/10/2017,7/17/2017,1,PF,NA,NA,327,327,10/18/2017,NA,NA,NA,NA,15.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.511627907,0.467078189,1
172,1,12,AG,RU2012-135,RU2012-135,0.782995515,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,101,1,2.06,72.7,14,10/19/2015,NA,0,3/28/2016,3,1,NA,110,189,6/23/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,16.7,190.2,136,57,10/13/2016,NA,NA,149.3,3.31,2.74,12,3.36,3,0.78,2.58,NA,NA,NA,NA,NA,NA,153.21,3/28/2017,NA,0,NA,6/26/2017,9/14/2017,6/26/2017,8/14/2017,1,PF,NA,NA,NA,119,10/18/2017,NA,NA,NA,NA,11.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.419117647,NA
173,1,12,AH,RU2012-182,RU2012-182,0.783879918,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,139,1,11.82,151.2,39,10/26/2015,NA,12,3/28/2016,6,1,NA,144,266.4,7/14/2016,7/21/2016,7/14/2016,7/21/2016,1,PF,39.5,265.1,181,148,10/27/2016,NA,NA,165.5,4.41,2.97,12,5.2,0,0,5.2,NA,NA,NA,NA,NA,NA,777.36,3/28/2017,NA,0,NA,7/10/2017,7/17/2017,7/10/2017,7/17/2017,1,PF,NA,NA,311,311,10/25/2017,NA,NA,NA,NA,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307692308,0.817679558,1
174,1,12,AI,RU2012-030,RU2012-030,0.787719473,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,41,1,6.61,95.7,53,10/19/2015,NA,7,4/12/2016,1,1,NA,249,247.5,7/7/2016,7/14/2016,7/14/2016,7/14/2016,1,PF,29.2,258.5,246,83,10/13/2016,NA,NA,185.4,4.06,3.44,12,6.63,3,1.69,4.94,NA,NA,NA,NA,NA,NA,283.57,3/28/2017,NA,0,NA,7/3/2017,8/14/2017,7/10/2017,8/14/2017,1,PF,NA,NA,NA,37,9/20/2017,NA,NA,NA,NA,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132075472,0.337398374,NA
175,1,12,AJ,M. sacchariflorus 'Bluemel'-UI10-00117,UI10-00117,0.789216351,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,169,1,4.49,137.6,99,10/26/2015,NA,0,4/12/2016,0,1,NA,186,400,9/29/2016,NA,10/6/2016,NA,1,PF,42.6,400,238,8,11/4/2016,NA,NA,243.4,8.23,3.75,22,27.56,2,3.07,24.49,NA,NA,NA,NA,NA,NA,2334.31,3/28/2017,NA,0,NA,NA,NA,NA,NA,1,NR,NA,NA,NA,0,11/7/2017,NA,NA,NA,NA,21.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.033613445,NA
176,1,12,AK,RU2012-081,RU2012-081,0.792087833,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,56,1,12.12,178.4,65,10/12/2015,NA,41,4/4/2016,2,1,NA,384,400,7/14/2016,7/21/2016,7/14/2016,7/21/2016,1,PF,36.3,400,465,220,10/6/2016,NA,NA,178.5,3.56,2.72,11,4.22,0,0,4.22,NA,NA,NA,NA,NA,NA,851.46,3/28/2017,NA,0,NA,7/3/2017,7/10/2017,7/3/2017,7/10/2017,1,PF,NA,NA,NA,227,9/13/2017,NA,NA,NA,NA,13.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630769231,0.47311828,NA
177,1,12,AL,RU2012-093,RU2012-093,0.792677132,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,66,1,12.69,62,52,10/19/2015,NA,33,3/28/2016,3,1,NA,305,400,6/30/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,28,400,331,152,10/6/2016,NA,NA,159.5,3.98,2.93,12,3.36,0,0,3.36,NA,NA,NA,NA,NA,NA,582.49,3/28/2017,NA,0,NA,7/3/2017,7/10/2017,7/3/2017,7/10/2017,1,PF,NA,NA,NA,137,10/18/2017,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634615385,0.459214502,NA
178,1,12,AM,PMS-071,PMS-071,0.793432436,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,512,1,2.96,76.5,31,10/26/2015,NA,5,4/4/2016,2,1,NA,126,400,9/9/2016,9/9/2016,9/9/2016,9/9/2016,1,PF,36.2,400,136,86,11/4/2016,NA,NA,255.6,5.89,3.54,19,11.98,0,0,11.98,NA,NA,NA,NA,NA,NA,1131.28,3/28/2017,NA,0,NA,9/4/2017,9/4/2017,9/11/2017,9/11/2017,1,PF,NA,NA,NA,94,11/7/2017,NA,NA,NA,NA,21.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161290323,0.632352941,NA
179,1,12,AN,RU2012-043,RU2012-043,0.795359678,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,42,1,10.55,219.3,47,10/19/2015,NA,15,3/28/2016,1,1,NA,216,400,6/16/2016,6/23/2016,6/16/2016,6/30/2016,1,PF,23.3,400,203,116,10/6/2016,NA,NA,159.7,4.29,3.44,12,3.86,0,0,3.86,NA,NA,NA,NA,NA,NA,319.51,3/28/2017,NA,0,NA,6/19/2017,6/26/2017,6/26/2017,7/3/2017,1,PF,NA,NA,NA,173,9/20/2017,NA,NA,NA,NA,16.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319148936,0.571428571,NA
180,1,12,AO,JPN-2010-011,JPN-2010-011,0.797111042,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,194,1,16,251.5,113,10/26/2015,NA,42,4/4/2016,5,1,NA,171,400,9/22/2016,9/22/2016,9/29/2016,9/29/2016,1,PF,45,400,233,90,11/4/2016,NA,NA,315.3,8.93,3.89,23,31.83,0,0,31.83,NA,NA,NA,NA,NA,NA,3895.57,4/4/2017,NA,0,NA,9/11/2017,9/18/2017,9/18/2017,9/18/2017,1,PF,NA,NA,NA,11,11/7/2017,NA,NA,NA,NA,26.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371681416,0.386266094,NA
181,1,13,AA,RU2012-153,RU2012-153,0.802043331,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,116,1,10.17,81.3,92,10/19/2015,NA,37,3/28/2016,1,1,NA,426,400,7/14/2016,7/21/2016,7/21/2016,7/21/2016,1,PF,36.5,400,467,210,10/6/2016,NA,NA,153.8,3.41,2.96,14,4.44,1,0.44,4,NA,NA,NA,NA,NA,NA,776.39,3/28/2017,NA,0,NA,7/10/2017,7/17/2017,7/10/2017,7/24/2017,1,PF,NA,NA,281,281,10/18/2017,NA,NA,NA,NA,12.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.402173913,0.449678801,1
182,1,13,AB,UI11-00032,UI11-00032,0.804430904,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,176,1,11.24,122.2,28,10/26/2015,NA,5,4/12/2016,1,1,NA,102,400,9/22/2016,9/22/2016,9/29/2016,9/29/2016,1,PF,34,400,155,43,11/4/2016,NA,NA,308.3,8.98,5.09,22,42.09,0,0,42.09,NA,NA,NA,NA,NA,NA,2474.81,4/4/2017,NA,0,NA,NA,NA,NA,NA,1,NR,NA,NA,NA,0,11/7/2017,NA,NA,NA,NA,25.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178571429,0.277419355,NA
183,1,13,AC,RU2012-062,RU2012-062,0.810333787,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,37,1,9.66,58,64,10/19/2015,NA,34,3/28/2016,2,1,NA,265,250.1,6/23/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,29.2,252.9,270,107,10/13/2016,NA,NA,162.3,3.42,2.61,10,2.5,0,0,2.5,NA,NA,NA,NA,NA,NA,323.22,3/28/2017,NA,0,NA,6/26/2017,9/14/2017,6/26/2017,8/14/2017,1,PF,NA,NA,NA,57,9/20/2017,NA,NA,NA,NA,12.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53125,0.396296296,NA
184,1,13,AD,JPN-2011-019,JPN-2011-019,0.817102368,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,215,1,10.24,205.5,163,10/26/2015,NA,21,4/4/2016,4,1,NA,193,400,9/29/2016,10/6/2016,10/6/2016,10/6/2016,1,PF,45.7,400,212,23,11/4/2016,NA,NA,282.4,8.44,4.7,24,25.81,0,0,25.81,NA,NA,NA,NA,NA,NA,2797.58,3/28/2017,NA,0,NA,NA,NA,NA,NA,1,NR,NA,NA,NA,0,11/7/2017,NA,NA,NA,NA,25.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128834356,0.108490566,NA
185,1,13,AE,RU2012-140,RU2012-140,0.827723934,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,105,1,10.95,231.4,72,10/19/2015,NA,30,3/28/2016,1,1,NA,295,400,6/16/2016,6/23/2016,6/23/2016,6/23/2016,1,PF,30,400,286,113,10/6/2016,NA,NA,140.3,4.31,3.44,10,4.36,3,1.22,3.14,NA,NA,NA,NA,NA,NA,400.59,3/28/2017,NA,0,NA,7/10/2017,NA,7/10/2017,NA,1,PF,NA,NA,NA,57,9/20/2017,NA,NA,NA,NA,9.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416666667,0.395104895,NA
186,1,13,AF,RU2012-060,RU2012-060,0.834738104,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,35,1,10.56,65.3,70,10/19/2015,NA,42,3/28/2016,2,1,NA,333,378.1,6/23/2016,6/23/2016,6/23/2016,7/7/2016,1,PF,30.4,400,420,128,10/6/2016,NA,NA,167.7,3.66,2.92,11,3.98,0,0,3.98,NA,NA,NA,NA,NA,NA,467.32,3/28/2017,NA,0,NA,6/19/2017,NA,6/19/2017,NA,1,PF,NA,NA,NA,44,9/20/2017,NA,NA,NA,NA,13.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.304761905,NA
187,1,13,AG,PMS-074,PMS-074,0.834924637,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,513,1,1.47,110.3,24,10/19/2015,NA,1,3/28/2016,1,1,NA,97,205.3,8/26/2016,9/1/2016,9/1/2016,9/1/2016,1,PF,34,235.6,128,76,11/4/2016,NA,NA,201.8,5.35,4.12,12,5.71,0,0,5.71,NA,NA,NA,NA,NA,NA,535.61,4/4/2017,NA,0,NA,8/21/2017,8/28/2017,8/21/2017,8/28/2017,1,PF,NA,NA,211,211,11/7/2017,NA,NA,NA,NA,22.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041666667,0.59375,1
188,1,13,AH,RU2012-209,RU2012-209,0.839873085,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,161,1,10.25,107.8,42,10/19/2015,NA,12,4/4/2016,2,1,NA,148,271.6,7/7/2016,7/7/2016,7/7/2016,7/14/2016,1,PF,30.1,275.7,180,123,10/6/2016,NA,NA,180.3,4.79,4.15,12,5.57,0,0,5.57,NA,NA,NA,NA,NA,NA,456.39,3/28/2017,NA,0,NA,6/26/2017,8/14/2017,6/26/2017,8/14/2017,1,PF,NA,NA,NA,177,9/20/2017,NA,NA,NA,NA,14.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285714286,0.683333333,NA
189,1,13,AI,JPN-2011-010,JPN-2011-010,0.844669454,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,206,1,4.41,160,114,10/26/2015,NA,19,4/4/2016,4,1,NA,348,400,8/26/2016,10/13/2016,9/1/2016,10/13/2016,1,PF,35.2,400,365,81,10/21/2016,NA,NA,149.7,4.45,3.83,14,6.77,0,0,6.77,NA,NA,NA,NA,NA,NA,973.77,3/28/2017,NA,0,NA,8/28/2017,NA,8/28/2017,NA,1,PF,NA,NA,NA,25,10/25/2017,NA,NA,NA,NA,17.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,0.221917808,NA
190,1,13,AJ,RU2012-016,RU2012-016,0.84732644,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,2,1,11.82,66.3,47,10/19/2015,NA,21,3/28/2016,3,1,NA,206,400,6/23/2016,6/23/2016,6/30/2016,6/30/2016,1,PF,29.3,400,229,165,10/13/2016,NA,NA,178.7,4.55,3.88,10,10.69,4,4.75,5.94,NA,NA,NA,NA,NA,NA,759.25,3/28/2017,NA,0,NA,6/19/2017,6/19/2017,6/19/2017,6/26/2017,1,PF,NA,NA,257,257,10/18/2017,NA,NA,NA,NA,15.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446808511,0.720524017,1
191,1,13,AK,RU2012-154,RU2012-154,0.85504766,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,117,1,9.62,48.3,28,10/19/2015,NA,9,4/4/2016,1,1,NA,169,320.7,6/23/2016,6/30/2016,6/30/2016,7/7/2016,1,PF,27.1,322.2,200,131,10/13/2016,NA,NA,189.9,4.29,3.65,12,8.03,2,2.07,5.96,NA,NA,NA,NA,NA,NA,482.39,3/28/2017,NA,0,NA,6/19/2017,6/26/2017,6/19/2017,6/26/2017,1,PF,NA,NA,NA,131,10/18/2017,NA,NA,NA,NA,13.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321428571,0.655,NA
192,1,13,AL,RU2012-206,RU2012-206,0.855820932,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,158,1,13.51,101.6,94,10/19/2015,NA,43,4/4/2016,2,1,NA,389,400,6/23/2016,7/7/2016,6/30/2016,7/7/2016,1,PF,40,400,563,212,10/21/2016,NA,NA,177.2,3.74,2.64,9,4.77,2,1.55,3.22,NA,NA,NA,NA,NA,NA,754.83,3/28/2017,NA,0,NA,6/26/2017,7/3/2017,6/26/2017,7/3/2017,1,PF,NA,NA,345,313,10/18/2017,NA,NA,NA,NA,15.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.457446809,0.376554174,0.907246377
193,1,13,AM,RU2012-047,RU2012-047,0.857408502,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,24,1,12.92,92.7,64,10/19/2015,NA,26,3/28/2016,3,1,NA,262,265.9,6/23/2016,6/30/2016,6/23/2016,6/30/2016,1,PF,27.5,267.3,285,98,10/13/2016,NA,NA,183.8,4.9,3.44,11,5.4,0,0,5.4,NA,NA,NA,NA,NA,NA,489.41,3/28/2017,NA,0,NA,6/19/2017,8/7/2017,6/19/2017,8/7/2017,1,PF,NA,NA,NA,90,10/18/2017,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40625,0.343859649,NA
194,1,13,AN,RU2012-205,RU2012-205,0.864461241,M. sacchariflorus,DOE Msa Trial 2015_UI,URB,157,1,16.57,142.8,56,10/19/2015,NA,23,4/4/2016,1,1,NA,186,400,7/7/2016,7/14/2016,7/14/2016,7/14/2016,1,PF,38,400,245,147,10/6/2016,NA,NA,230.9,5.11,3.89,12,10.35,0,0,10.35,NA,NA,NA,NA,NA,NA,1228.72,3/28/2017,NA,0,NA,7/3/2017,7/24/2017,7/10/2017,7/24/2017,1,PF,NA,NA,364,364,9/20/2017,NA,NA,NA,NA,20.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.410714286,0.6,1
